gene,ensembl,name,biotype,axis_membership,off_axis,novelty_tier,condition_class,best_condition,sel_confidence,evidence_tier,ad_decision_tier,best_modality,tractability,tract_sm,tract_ab,tract_pr,n_existing_drugs,max_clinical_stage,kd_mimicking_drug,example_drugs,ad_genetic,ad_overall,Tcell_log2FC_les_vs_healthy,Tcell_frac_expr_Lesional,ad_upreg_call_Tcell,AllCells_log2FC_les_vs_healthy,AllCells_frac_expr_Lesional,ad_upreg_call_AllCells,c_tractability,c_patient_upreg,c_ad_genetic,c_sel_conf,c_drug_precedent,c_offaxis,c_safety_penalty,ad_target_score
LATS2,ENSG00000150457,large tumor suppressor kinase 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.442,D: tractable only,AD-5: other off-axis,small_molecule,0.65,0.65,0.0,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.442,0.0,1.0,0.0,0.3467
ICA1,ENSG00000003147,islet cell autoantigen 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.441,D: tractable only,AD-5: other off-axis,antibody,0.65,0.0,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.441,0.0,1.0,0.0,0.3466
KIDINS220,ENSG00000134313,kinase D interacting substrate 220,protein_coding,off_axis,True,N,rest-restricted,Rest,0.565,C: tractable+selective,"AD-2: off-axis, patient-up, tractable, selective",antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0676406330538759,0.0411208240033977,0.4236,0.0675,flat,0.5852,0.1694,up,0.6,0.141,0.0676406330538759,0.565,0.0,1.0,0.3,0.3462
BMP6,ENSG00000153162,bone morphogenetic protein 6,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.43,D: tractable only,AD-5: other off-axis,antibody,0.65,0.35,0.65,0.5,0,0.0,False,,0.0,0.0083155467304057,,,,,,,0.65,0.0,0.0,0.43,0.0,1.0,0.0,0.3448
ZDHHC11,ENSG00000188818,zDHHC palmitoyltransferase 11,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.504,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.504,0.0,1.0,0.0,0.3446
PIGP,ENSG00000185808,phosphatidylinositol glycan anchor biosynthesis class P,protein_coding,off_axis,True,P,late-kinetic,Stim48hr,0.502,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.502,0.0,1.0,0.0,0.3443
DUSP18,ENSG00000167065,dual specificity phosphatase 18,protein_coding,off_axis,True,N,rest-restricted,Rest,0.725,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.725,0.0,1.0,0.0,0.344
PTPRC,ENSG00000081237,protein tyrosine phosphatase receptor type C,protein_coding,IL4R_STAT6_interactor,False,N,rest-restricted,Rest,0.688,A: genetics+tractable+selective,OnAxis (IL4R/STAT6 or interactor),antibody,0.9,0.65,0.9,0.5,2,2.0,True,"AHN-12, BC8 131I",0.0,0.012112552279631,0.551,0.6854,up,1.5329,0.1453,up,0.9,0.184,0.0,0.688,0.5,0.0,0.467,0.3439
ZDHHC3,ENSG00000163812,zDHHC palmitoyltransferase 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.499,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.499,0.0,1.0,0.0,0.3438
MUC13,ENSG00000173702,"mucin 13, cell surface associated",protein_coding,off_axis,True,N,rest-restricted,Rest,0.423,D: tractable only,AD-5: other off-axis,antibody,0.65,0.0,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.423,0.0,1.0,0.0,0.3437
TMUB1,ENSG00000164897,transmembrane and ubiquitin like domain containing 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.497,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.497,0.0,1.0,0.0,0.3435
SLC25A25,ENSG00000148339,solute carrier family 25 member 25,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.486,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.486,0.0,1.0,0.0,0.3418
CDK17,ENSG00000059758,cyclin dependent kinase 17,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.484,D: tractable only,AD-5: other off-axis,small_molecule,0.9,0.9,0.0,0.55,4,2.0,False,"AT-7519, AZD-5438, PHA-793887, RONICICLIB",0.0,0.0,,,,,,,0.9,0.0,0.0,0.484,0.3,1.0,0.6,0.3416
CCL3L3,ENSG00000276085,C-C motif chemokine ligand 3 like 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.481,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0014783194187388,,,,,,,0.6,0.0,0.0,0.481,0.0,1.0,0.0,0.341
ITIH4,ENSG00000055955,inter-alpha-trypsin inhibitor heavy chain 4,protein_coding,off_axis,True,N,rest-restricted,Rest,0.478,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.478,0.0,1.0,0.0,0.3405
ADGRB2,ENSG00000121753,adhesion G protein-coupled receptor B2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.401,D: tractable only,AD-5: other off-axis,antibody,0.65,0.0,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.401,0.0,1.0,0.0,0.3402
TSPAN32,ENSG00000064201,tetraspanin 32,protein_coding,off_axis,True,N,rest-restricted,Rest,0.471,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0331882709506862,,,,,,,0.6,0.0,0.0,0.471,0.0,1.0,0.0,0.3394
NAA80,ENSG00000243477,"N-alpha-acetyltransferase 80, NatH catalytic subunit",protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.593,C: tractable+selective,"AD-2: off-axis, patient-up, tractable, selective",small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0,0.0411,0.0257,flat,0.8218,0.0378,up,0.7,0.014,0.0,0.593,0.0,1.0,0.3,0.3394
UST,ENSG00000111962,uronyl 2-sulfotransferase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.469,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0022650793191826,,,,,,,0.6,0.0,0.0,0.469,0.0,1.0,0.0,0.339
STX5,ENSG00000162236,syntaxin 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.468,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.468,0.0,1.0,0.0,0.3389
CYSLTR2,ENSG00000152207,cysteinyl leukotriene receptor 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.465,D: tractable only,AD-5: other off-axis,antibody,0.6,0.45,0.6,0.5,0,0.0,False,,0.0,0.0155223538967574,,,,,,,0.6,0.0,0.0,0.465,0.0,1.0,0.0,0.3384
HABP4,ENSG00000130956,hyaluronan binding protein 4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.46,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.46,0.0,1.0,0.0,0.3376
AQP11,ENSG00000178301,aquaporin 11,protein_coding,off_axis,True,N,rest-restricted,Rest,0.457,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.457,0.0,1.0,0.0,0.3371
IER3,ENSG00000137331,immediate early response 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.456,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.456,0.0,1.0,0.0,0.337
TMTC2,ENSG00000179104,transmembrane O-mannosyltransferase targeting cadherins 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.454,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.454,0.0,1.0,0.0,0.3366
SDK2,ENSG00000069188,sidekick cell adhesion molecule 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.453,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.453,0.0,1.0,0.0,0.3365
SPRING1,ENSG00000111412,SREBF pathway regulator in golgi 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.451,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.451,0.0,1.0,0.0,0.3362
MUTYH,ENSG00000132781,mutY DNA glycosylase,protein_coding,off_axis,True,P,late-kinetic,Stim48hr,0.449,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0046197481835587,,,,,,,0.7,0.0,0.0,0.449,0.0,1.0,0.167,0.3358
SPINK4,ENSG00000122711,serine peptidase inhibitor Kazal type 4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.444,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.444,0.0,1.0,0.0,0.335
WNT16,ENSG00000002745,Wnt family member 16,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.442,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.442,0.0,1.0,0.0,0.3347
C3orf18,ENSG00000088543,chromosome 3 open reading frame 18,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.442,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.442,0.0,1.0,0.0,0.3347
TPMT,ENSG00000137364,thiopurine S-methyltransferase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.583,C: tractable+selective,"AD-2: off-axis, patient-up, tractable, selective",small_molecule,0.7,0.7,0.0,0.5,0,0.0,False,,0.0,0.0277870991710311,0.5418,0.0472,up,1.0571,0.1287,up,0.7,0.181,0.0,0.583,0.0,1.0,0.5,0.334
RC3H1,ENSG00000135870,ring finger and CCCH-type domains 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.667,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,0.4867,0.0831,flat,0.4047,0.1658,flat,0.5,0.162,0.0,0.667,0.0,1.0,0.3,0.3336
COQ7,ENSG00000167186,"coenzyme Q7, hydroxylase",protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.567,C: tractable+selective,AD-5: other off-axis,small_molecule,0.7,0.7,0.5,0.0,0,0.0,False,,0.0,0.0,-0.4585,0.0242,flat,-0.0633,0.0534,flat,0.7,0.0,0.0,0.567,0.0,1.0,0.3,0.3333
PTPRCAP,ENSG00000213402,protein tyrosine phosphatase receptor type C associated protein,protein_coding,off_axis,True,N,rest-restricted,Rest,0.428,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.428,0.0,1.0,0.0,0.3325
MARCHF3,ENSG00000173926,membrane associated ring-CH-type finger 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.426,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0062024252795102,,,,,,,0.6,0.0,0.0,0.426,0.0,1.0,0.0,0.3322
ZNF783,ENSG00000204946,zinc finger protein 783,protein_coding,off_axis,True,N,rest-restricted,Rest,0.572,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.572,0.0,1.0,0.0,0.3315
UQCC3,ENSG00000204922,ubiquinol-cytochrome c reductase complex assembly factor 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.573,C: tractable+selective,"AD-2: off-axis, patient-up, tractable, selective",antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,0.307,0.0616,flat,0.764,0.2287,up,0.6,0.102,0.0,0.573,0.0,1.0,0.3,0.331
PCMTD1,ENSG00000168300,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.566,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.566,0.0,1.0,0.0,0.3306
CMTM1,ENSG00000089505,CKLF like MARVEL transmembrane domain containing 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.415,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.415,0.0,1.0,0.0,0.3304
UBA6,ENSG00000033178,ubiquitin like modifier activating enzyme 6,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.544,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.544,0.0,1.0,0.3,0.33
CX3CR1,ENSG00000168329,C-X3-C motif chemokine receptor 1,protein_coding,JAK_interactor,False,N,rest-restricted,Rest,0.637,C: tractable+selective,OnAxis (IL4R/STAT6 or interactor),small_molecule,0.7,0.7,0.65,0.5,0,0.0,False,,0.0,0.0288426278260186,0.1979,0.0025,not_detected_Tcell,1.2376,0.0058,not_detected,0.7,0.0,0.0,0.637,0.0,0.5,0.0,0.3299
DCLRE1A,ENSG00000198924,DNA cross-link repair 1A,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.543,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.543,0.0,1.0,0.3,0.3299
PITPNM1,ENSG00000110697,phosphatidylinositol transfer protein membrane associated 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.636,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.636,0.0,1.0,0.0,0.3298
SOX18,ENSG00000203883,SRY-box transcription factor 18,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.559,E: low-tractability,AD-5: other off-axis,degrader,0.5,0.0,0.0,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.559,0.0,1.0,0.0,0.3294
CDKAL1,ENSG00000145996,CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.409,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0092394963671175,,,,,,,0.6,0.0,0.0,0.409,0.0,1.0,0.0,0.3294
DSE,ENSG00000111817,dermatan sulfate epimerase,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.404,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.404,0.0,1.0,0.0,0.3286
GPR63,ENSG00000112218,G protein-coupled receptor 63,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.403,D: tractable only,AD-5: other off-axis,antibody,0.6,0.45,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.403,0.0,1.0,0.0,0.3285
KLHDC7B,ENSG00000130487,kelch domain containing 7B,protein_coding,off_axis,True,N,activation-gated,Stim48hr,0.549,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0031660194810941,,,,,,,0.5,0.0,0.0,0.549,0.0,1.0,0.0,0.3278
HGSNAT,ENSG00000165102,heparan-alpha-glucosaminide N-acetyltransferase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.522,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.522,0.0,1.0,0.3,0.3269
RNASE1,ENSG00000129538,"ribonuclease A family member 1, pancreatic",protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.391,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.391,0.0,1.0,0.0,0.3266
CDKN1A,ENSG00000124762,cyclin dependent kinase inhibitor 1A,protein_coding,off_axis,True,N,rest-restricted,Rest,0.684,E: low-tractability,AD-5: other off-axis,degrader,0.5,0.45,0.0,0.5,0,0.0,False,,0.0,0.0164052391051709,-0.0679,0.2245,flat,-0.0739,0.375,flat,0.5,0.0,0.0,0.684,0.0,1.0,0.167,0.3261
RYK,ENSG00000163785,receptor like tyrosine kinase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.665,C: tractable+selective,AD-5: other off-axis,antibody,0.6,0.45,0.6,0.0,0,0.0,False,,0.0,0.0,-0.1092,0.0322,flat,0.3949,0.1439,flat,0.6,0.0,0.0,0.665,0.0,1.0,0.3,0.326
SNAP23,ENSG00000092531,synaptosome associated protein 23,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.663,C: tractable+selective,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,-0.2639,0.0554,flat,0.2961,0.139,flat,0.6,0.0,0.0,0.663,0.0,1.0,0.3,0.3257
ELP2,ENSG00000134759,elongator acetyltransferase complex subunit 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.513,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.513,0.0,1.0,0.3,0.3257
CHST14,ENSG00000169105,carbohydrate sulfotransferase 14,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.579,C: tractable+selective,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,0.0184,0.0068,not_detected_Tcell,0.2819,0.0342,flat,0.6,0.066,0.0,0.579,0.0,1.0,0.3,0.3255
FMR1,ENSG00000102081,fragile X messenger ribonucleoprotein 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.51,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.51,0.0,1.0,0.3,0.3252
GTF2H5,ENSG00000272047,general transcription factor IIH subunit 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.51,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.51,0.0,1.0,0.3,0.3252
MLF2,ENSG00000089693,myeloid leukemia factor 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.525,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.525,0.0,1.0,0.0,0.324
TGFA,ENSG00000163235,transforming growth factor alpha,protein_coding,IL4R_STAT6_interactor,False,N,rest-restricted,Rest,0.444,D: tractable only,OnAxis (IL4R/STAT6 or interactor),antibody,0.9,0.0,0.9,0.0,1,2.0,True,FEPIXNEBART,0.0,0.0648475079136852,,,,,,,0.9,0.0,0.0,0.444,0.5,0.0,0.167,0.3239
TMEM140,ENSG00000146859,transmembrane protein 140,protein_coding,off_axis,True,N,rest-restricted,Rest,0.646,C: tractable+selective,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,-0.1743,0.0079,not_detected_Tcell,-0.254,0.0174,not_detected,0.6,0.0,0.0,0.646,0.0,1.0,0.3,0.3233
WDR53,ENSG00000185798,WD repeat domain 53,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.515,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.515,0.0,1.0,0.0,0.3224
SUMF2,ENSG00000129103,sulfatase modifying factor 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.557,C: tractable+selective,AD-5: other off-axis,small_molecule,0.6,0.6,0.6,0.0,0,0.0,False,,0.0,0.0,0.1939,0.086,flat,0.1491,0.1983,flat,0.6,0.065,0.0,0.557,0.0,1.0,0.3,0.3222
APOL2,ENSG00000128335,apolipoprotein L2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.664,E: low-tractability,AD-5: other off-axis,antibody,0.4,0.0,0.4,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.4,0.0,0.0,0.664,0.0,1.0,0.0,0.3222
STAT6,ENSG00000166888,signal transducer and activator of transcription 6,protein_coding,core_IL4R_STAT6,False,K,early-kinetic,Stim8hr,0.769,A: genetics+tractable+selective,OnAxis (IL4R/STAT6 or interactor),small_molecule,0.7,0.7,0.0,0.5,0,0.0,False,,0.322409521315657,0.2029140032242924,0.3339,0.0474,flat,0.9344,0.189,up,0.7,0.111,0.322409521315657,0.769,0.0,0.0,0.3,0.321
WDR77,ENSG00000116455,WD repeat domain 77,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.466,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.5,0,0.0,False,,0.0,0.003695798546847,,,,,,,0.7,0.0,0.0,0.466,0.0,1.0,0.3,0.3191
LSP1,ENSG00000130592,lymphocyte specific protein 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.565,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.565,0.0,1.0,0.0,0.3184
TBC1D15,ENSG00000121749,TBC1 domain family member 15,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.64,E: low-tractability,AD-5: other off-axis,antibody,0.4,0.0,0.4,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.4,0.0,0.0,0.64,0.0,1.0,0.0,0.3184
SCARB1,ENSG00000073060,scavenger receptor class B member 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.498,D: tractable only,AD-5: other off-axis,small_molecule,0.65,0.65,0.65,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.498,0.0,1.0,0.3,0.313
CRIP2,ENSG00000182809,cysteine rich protein 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.447,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.447,0.0,1.0,0.0,0.3115
C1QTNF6,ENSG00000133466,C1q and TNF related 6,protein_coding,off_axis,True,N,rest-restricted,Rest,0.486,D: tractable only,AD-5: other off-axis,antibody,0.65,0.0,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.486,0.0,1.0,0.3,0.3113
RSPH4A,ENSG00000111834,radial spoke head component 4A,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.409,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.4,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.409,0.0,1.0,0.3,0.311
ARHGAP24,ENSG00000138639,Rho GTPase activating protein 24,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.441,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.441,0.0,1.0,0.0,0.3106
SEC31A,ENSG00000138674,"SEC31 homolog A, COPII component",protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.515,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.515,0.0,1.0,0.0,0.3104
ZNF10,ENSG00000256223,zinc finger protein 10,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.438,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.438,0.0,1.0,0.0,0.3101
GLI2,ENSG00000074047,GLI family zinc finger 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.434,E: low-tractability,AD-5: other off-axis,degrader,0.5,0.45,0.0,0.5,0,0.0,False,,0.0,0.007391597093694,,,,,,,0.5,0.0,0.0,0.434,0.0,1.0,0.0,0.3094
HILPDA,ENSG00000135245,hypoxia inducible lipid droplet associated,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.547,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.547,0.0,1.0,0.3,0.3093
FBP1,ENSG00000165140,fructose-bisphosphatase 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.395,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.5,0,0.0,False,,0.0,0.0047129589093732,,,,,,,0.7,0.0,0.0,0.395,0.0,1.0,0.3,0.3091
MCFD2,ENSG00000180398,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.545,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.545,0.0,1.0,0.3,0.3091
CLN6,ENSG00000128973,CLN6 transmembrane ER protein,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.541,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.541,0.0,1.0,0.3,0.3085
SHARPIN,ENSG00000179526,SHANK associated RH domain interactor,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.427,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.0,0.5,0.5,0,0.0,False,,0.0,0.0558402610493723,,,,,,,0.5,0.0,0.0,0.427,0.0,1.0,0.0,0.3083
PRKAR2B,ENSG00000005249,protein kinase cAMP-dependent type II regulatory subunit beta,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.434,D: tractable only,AD-5: other off-axis,antibody,0.65,0.0,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.65,0.0,0.0,0.434,0.0,1.0,0.3,0.304
RGS2,ENSG00000116741,regulator of G protein signaling 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.526,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.65,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.526,0.0,1.0,0.467,0.3026
